Date,Open,High,Low,Close,Volume,Daily_Return_Pct,Price_Range,Year,Month,Quarter,Day_of_Week
2009-04-29,9.7231,9.81,9.583,9.5865,144255600,-1.4049,0.227,2009,4,2,Wednesday
2009-04-30,9.8349,10.0281,9.8058,9.8296,174053772,-0.0539,0.2223,2009,4,2,Thursday
2009-05-01,9.7782,9.8751,9.7251,9.8115,97010892,0.3406,0.15,2009,5,2,Friday
2009-05-04,9.9841,9.9946,9.8055,9.8895,127991880,-0.9475,0.1891,2009,5,2,Monday
2009-05-05,10.0092,10.0591,9.8666,9.9344,95935968,-0.7473,0.1925,2009,5,2,Tuesday
2009-05-06,10.0211,10.1406,9.9598,10.1036,105210684,0.8233,0.1808,2009,5,2,Wednesday
2009-05-07,9.8507,10.0589,9.7487,10.0368,119872008,1.8892,0.3102,2009,5,2,Thursday
2009-05-08,10.117,10.1865,9.8108,10.0057,154449396,-1.1001,0.3757,2009,5,2,Friday
2009-05-11,10.1331,10.233,9.9647,10.0045,102269628,-1.2691,0.2683,2009,5,2,Monday
2009-05-12,9.9104,10.2079,9.8135,10.1836,151480368,2.7567,0.3944,2009,5,2,Tuesday
2009-05-13,9.6751,9.8453,9.6456,9.7882,113598288,1.169,0.1997,2009,5,2,Wednesday
2009-05-14,9.6245,9.7415,9.5547,9.6568,117362520,0.3356,0.1868,2009,5,2,Thursday
2009-05-15,9.6866,9.7887,9.664,9.7139,120227652,0.2818,0.1247,2009,5,2,Friday
2009-05-18,9.8565,9.8681,9.5723,9.8041,133933932,-0.5316,0.2958,2009,5,2,Monday
2009-05-19,9.9071,9.9757,9.7611,9.8381,113386500,-0.6965,0.2146,2009,5,2,Tuesday
2009-05-20,9.8649,10.0758,9.8108,9.9869,91268640,1.2367,0.265,2009,5,2,Wednesday
2009-05-21,9.848,10.0055,9.7819,9.843,108683208,-0.0508,0.2236,2009,5,2,Thursday
2009-05-22,9.7735,9.9014,9.7362,9.852,68675256,0.8032,0.1652,2009,5,2,Friday
2009-05-26,10.0432,10.0591,9.6866,9.735,124055820,-3.0687,0.3725,2009,5,2,Tuesday
2009-05-27,10.073,10.2295,10.0544,10.075,121250628,0.0199,0.1751,2009,5,2,Wednesday
2009-05-28,10.1933,10.2236,10.0494,10.1505,106645248,-0.4199,0.1742,2009,5,2,Thursday
2009-05-29,10.3629,10.3629,10.2007,10.2357,105822072,-1.2275,0.1622,2009,5,2,Friday
2009-06-01,10.5946,10.6701,10.3952,10.4001,132763104,-1.8358,0.2749,2009,6,2,Monday
2009-06-02,10.6403,10.6791,10.5161,10.5869,104839056,-0.5019,0.163,2009,6,2,Tuesday
2009-06-03,10.721,10.7412,10.531,10.5807,141170688,-1.3086,0.2102,2009,6,2,Wednesday
2009-06-04,10.9354,10.9592,10.7918,10.8117,145378476,-1.1312,0.1674,2009,6,2,Thursday
2009-06-05,11.0357,11.1107,10.915,11.0544,147084768,0.1695,0.1957,2009,6,2,Friday
2009-06-08,10.8979,10.9513,10.7824,10.916,123824052,0.1661,0.1689,2009,6,2,Monday
2009-06-09,10.8197,10.9409,10.7238,10.8932,130065804,0.6793,0.2171,2009,6,2,Tuesday
2009-06-10,10.7446,10.876,10.5974,10.8348,134221644,0.8395,0.2786,2009,6,2,Wednesday
2009-06-11,10.6552,10.7727,10.6396,10.724,114493392,0.6457,0.1331,2009,6,2,Thursday
2009-06-12,10.5519,10.6229,10.4617,10.6021,116619264,0.4757,0.1612,2009,6,2,Friday
2009-06-15,10.3515,10.4689,10.2827,10.4689,149326524,1.1341,0.1862,2009,6,2,Monday
2009-06-16,10.3323,10.4588,10.3179,10.4146,121866012,0.7965,0.1409,2009,6,2,Tuesday
2009-06-17,10.3115,10.4247,10.2221,10.3371,139464396,0.2483,0.2026,2009,6,2,Wednesday
2009-06-18,10.2842,10.3992,10.2578,10.3244,123284592,0.3909,0.1414,2009,6,2,Thursday
2009-06-19,10.4339,10.4431,10.2971,10.3872,170193636,-0.4476,0.146,2009,6,2,Friday
2009-06-22,10.1175,10.3694,9.9819,10.3559,164811024,2.3563,0.3875,2009,6,2,Monday
2009-06-23,10.076,10.1582,9.9983,10.1001,115868016,0.2392,0.1599,2009,6,2,Tuesday
2009-06-24,10.1657,10.2387,10.0979,10.152,98213688,-0.1348,0.1408,2009,6,2,Wednesday
2009-06-25,10.3266,10.3299,10.0966,10.1088,121658220,-2.1091,0.2333,2009,6,2,Thursday
2009-06-26,10.5638,10.6361,10.2606,10.2747,130137732,-2.7367,0.3755,2009,6,2,Friday
2009-06-29,10.5345,10.6254,10.4873,10.5807,86685228,0.4386,0.1381,2009,6,2,Monday
2009-06-30,10.4712,10.6108,10.3875,10.531,103652244,0.5711,0.2233,2009,6,2,Tuesday
2009-07-01,10.4066,10.5907,10.3857,10.536,92339568,1.2434,0.205,2009,7,3,Wednesday
2009-07-02,10.1458,10.3177,10.1041,10.3177,100603296,1.6943,0.2136,2009,7,3,Thursday
2009-07-06,10.1736,10.1992,9.9762,10.0964,90413496,-0.7588,0.223,2009,7,3,Monday
2009-07-07,9.8512,10.1632,9.8351,10.1396,130241628,2.9276,0.3281,2009,7,3,Tuesday
2009-07-08,9.9968,10.084,9.8868,9.9349,137510352,-0.6192,0.1972,2009,7,3,Wednesday
2009-07-09,10.193,10.2938,10.079,10.0869,130892976,-1.0409,0.2148,2009,7,3,Thursday
2009-07-10,10.2926,10.3664,10.151,10.1729,116946936,-1.163,0.2154,2009,7,3,Friday
2009-07-13,10.5385,10.544,10.312,10.3366,161666172,-1.9158,0.232,2009,7,3,Monday
2009-07-14,10.5482,10.5988,10.4533,10.5238,115716168,-0.2313,0.1455,2009,7,3,Tuesday
2009-07-15,10.883,10.8957,10.6426,10.6716,150928920,-1.9425,0.2531,2009,7,3,Wednesday
2009-07-16,10.993,11.0713,10.7819,10.846,261917820,-1.3372,0.2894,2009,7,3,Thursday
2009-07-17,10.6863,10.8162,10.5981,10.7546,273889836,0.6391,0.2181,2009,7,3,Friday
2009-07-20,10.6843,10.7509,10.5869,10.6771,126013860,-0.0674,0.164,2009,7,3,Monday
2009-07-21,10.6279,10.7273,10.5738,10.7034,118609272,0.7104,0.1535,2009,7,3,Tuesday
2009-07-22,10.6227,10.685,10.5186,10.6304,103364532,0.0725,0.1664,2009,7,3,Wednesday
2009-07-23,10.8624,10.9585,10.5683,10.6473,138988872,-1.9802,0.3902,2009,7,3,Thursday
2009-07-24,11.0953,11.189,10.8043,10.8244,144930924,-2.4416,0.3847,2009,7,3,Friday
2009-07-27,11.0477,11.0961,10.8691,11.0785,100075824,0.2788,0.227,2009,7,3,Monday
2009-07-28,10.9247,10.9982,10.8316,10.9533,101198700,0.2618,0.1666,2009,7,3,Tuesday
2009-07-29,10.835,10.8738,10.727,10.8596,79400520,0.227,0.1468,2009,7,3,Wednesday
2009-07-30,11.0685,11.2133,10.9933,10.9933,127816056,-0.6794,0.22,2009,7,3,Thursday
2009-07-31,11.0042,11.2439,10.9888,11.1763,114301584,1.5639,0.2551,2009,7,3,Friday
2009-08-03,11.2317,11.2737,11.1182,11.1455,103508388,-0.7675,0.1555,2009,8,3,Monday
2009-08-04,11.2695,11.2762,11.1378,11.1612,95496408,-0.961,0.1384,2009,8,3,Tuesday
2009-08-05,11.2051,11.3484,11.1242,11.3258,93586320,1.0772,0.2242,2009,8,3,Wednesday
2009-08-06,11.1858,11.298,11.1403,11.2836,84351564,0.8743,0.1577,2009,8,3,Thursday
2009-08-07,11.3532,11.4108,11.3008,11.3176,101622276,-0.3136,0.11,2009,8,3,Friday
2009-08-10,11.341,11.3857,11.2709,11.3045,69610320,-0.3218,0.1148,2009,8,3,Monday
2009-08-11,11.2747,11.3564,11.2359,11.268,68431500,-0.0594,0.1205,2009,8,3,Tuesday
2009-08-12,11.3899,11.4687,11.299,11.3112,93562344,-0.691,0.1697,2009,8,3,Wednesday
2009-08-13,11.4818,11.5424,11.3981,11.4786,79728192,-0.0279,0.1443,2009,8,3,Thursday
2009-08-14,11.4252,11.5042,11.3479,11.4942,66936996,0.6039,0.1563,2009,8,3,Friday
2009-08-17,11.0499,11.2262,11.0059,11.2141,104703192,1.486,0.2203,2009,8,3,Monday
2009-08-18,11.0596,11.1197,10.9861,11.0551,93949956,-0.0407,0.1336,2009,8,3,Tuesday
2009-08-19,11.027,11.0526,10.8927,10.9282,90109800,-0.896,0.1599,2009,8,3,Wednesday
2009-08-20,11.4354,11.4793,11.2074,11.2265,159796044,-1.8268,0.2719,2009,8,3,Thursday
2009-08-21,11.5553,11.5764,11.491,11.5628,142277580,0.0649,0.0854,2009,8,3,Friday
2009-08-24,11.642,11.6758,11.535,11.6077,98037864,-0.2946,0.1408,2009,8,3,Monday
2009-08-25,11.7076,11.7816,11.6418,11.652,93546360,-0.4749,0.1398,2009,8,3,Tuesday
2009-08-26,11.6239,11.7481,11.5916,11.7421,79432488,1.0169,0.1565,2009,8,3,Wednesday
2009-08-27,11.5757,11.6383,11.4433,11.6383,79876044,0.5408,0.195,2009,8,3,Thursday
2009-08-28,11.5432,11.7324,11.5091,11.6552,70793136,0.9703,0.2233,2009,8,3,Friday
2009-08-31,11.4667,11.4714,11.3755,11.42,78237684,-0.4073,0.0959,2009,8,3,Monday
2009-09-01,11.3199,11.5946,11.2866,11.4172,103692204,0.8595,0.308,2009,9,3,Tuesday
2009-09-02,11.2516,11.3837,11.2411,11.3214,72119808,0.6204,0.1426,2009,9,3,Wednesday
2009-09-03,11.3636,11.3817,11.301,11.3214,65782152,-0.3714,0.0807,2009,9,3,Thursday
2009-09-04,11.4575,11.4898,11.3204,11.3648,59908032,-0.8091,0.1694,2009,9,3,Friday
2009-09-08,11.3909,11.5988,11.3219,11.5317,106161732,1.2361,0.2769,2009,9,3,Tuesday
2009-09-09,11.5238,11.5809,11.3954,11.4018,87728184,-1.0587,0.1855,2009,9,3,Wednesday
2009-09-10,11.6969,11.6969,11.4749,11.5904,101282616,-0.9105,0.222,2009,9,3,Thursday
2009-09-11,11.7267,11.7555,11.6147,11.6835,76039884,-0.3684,0.1408,2009,9,3,Friday
2009-09-14,11.8007,11.8425,11.6748,11.6862,78948972,-0.9703,0.1677,2009,9,3,Monday
2009-09-15,11.8608,11.8949,11.7409,11.7997,95828076,-0.5151,0.154,2009,9,3,Tuesday
2009-09-16,12.1278,12.1547,11.8842,11.917,103308588,-1.7382,0.2705,2009,9,3,Wednesday
2009-09-17,12.213,12.3534,12.0995,12.1845,179144676,-0.2334,0.2539,2009,9,3,Thursday
2009-09-18,12.2066,12.3437,12.2009,12.3385,131208660,1.0806,0.1428,2009,9,3,Friday
2009-09-21,12.3442,12.3914,12.0764,12.1142,84571344,-1.8632,0.315,2009,9,3,Monday
2009-09-22,12.3953,12.4681,12.3643,12.4415,121526352,0.3727,0.1038,2009,9,3,Tuesday
2009-09-23,12.3804,12.5925,12.3618,12.4381,108059832,0.4661,0.2307,2009,9,3,Wednesday
2009-09-24,12.3385,12.4537,12.2448,12.4304,101002896,0.7448,0.2089,2009,9,3,Thursday
2009-09-25,12.2319,12.4169,12.22,12.2769,81902016,0.3679,0.1969,2009,9,3,Friday
2009-09-28,12.3822,12.4559,12.2523,12.2905,73498428,-0.7406,0.2036,2009,9,3,Monday
2009-09-29,12.3822,12.4125,12.2451,12.407,83884032,0.2003,0.1674,2009,9,3,Tuesday
2009-09-30,12.3156,12.4222,12.1018,12.4187,125542332,0.8371,0.3204,2009,9,3,Wednesday
2009-10-01,12.1008,12.331,12.0958,12.2448,112415472,1.19,0.2352,2009,10,4,Thursday
2009-10-02,12.0357,12.2135,11.9865,12.0148,103927968,-0.1737,0.227,2009,10,4,Friday
2009-10-05,12.1335,12.2307,12.0049,12.1119,85698216,-0.178,0.2258,2009,10,4,Monday
2009-10-06,12.3874,12.403,12.2125,12.2125,109182708,-1.4119,0.1905,2009,10,4,Tuesday
2009-10-07,12.8543,12.8903,12.3643,12.3938,194773032,-3.5825,0.526,2009,10,4,Wednesday
2009-10-08,12.7709,12.9961,12.75,12.9047,171979848,1.0477,0.2461,2009,10,4,Thursday
2009-10-09,12.8223,12.9529,12.7788,12.8322,109414476,0.0772,0.1741,2009,10,4,Friday
2009-10-12,13.0158,13.0585,12.8985,13.0004,132755112,-0.1183,0.16,2009,10,4,Monday
2009-10-13,13.0672,13.1007,12.9497,13.0245,121374504,-0.3268,0.151,2009,10,4,Tuesday
2009-10-14,13.2959,13.3024,13.1638,13.2249,130205664,-0.534,0.1386,2009,10,4,Wednesday
2009-10-15,13.1616,13.3352,13.096,13.2569,243771984,0.7241,0.2392,2009,10,4,Thursday
2009-10-16,13.6568,13.7785,13.5247,13.5942,353322324,-0.4584,0.2538,2009,10,4,Friday
2009-10-19,13.7125,13.75,13.629,13.7274,128587284,0.1087,0.121,2009,10,4,Monday
2009-10-20,13.7033,13.7338,13.4296,13.7013,161586252,-0.0146,0.3042,2009,10,4,Tuesday
2009-10-21,13.6879,13.8928,13.6357,13.6583,146677176,-0.2162,0.2571,2009,10,4,Wednesday
2009-10-22,13.7621,13.7847,13.6109,13.6605,93366540,-0.7383,0.1738,2009,10,4,Thursday
2009-10-23,13.7522,13.8565,13.6904,13.7909,95612292,0.2814,0.1661,2009,10,4,Friday
2009-10-26,13.7651,13.9497,13.6827,13.8034,118697184,0.2782,0.267,2009,10,4,Monday
2009-10-27,13.6181,13.7738,13.5155,13.6846,128531340,0.4883,0.2583,2009,10,4,Tuesday
2009-10-28,13.4196,13.6605,13.3687,13.6076,102609288,1.4009,0.2918,2009,10,4,Wednesday
2009-10-29,13.6866,13.706,13.437,13.4869,100803096,-1.4591,0.269,2009,10,4,Thursday
2009-10-30,13.3158,13.6648,13.2691,13.6605,138601260,2.5887,0.3957,2009,10,4,Friday
2009-11-02,13.2629,13.3988,13.1201,13.3397,127955916,0.5791,0.2787,2009,11,4,Monday
2009-11-03,13.3449,13.3501,13.1216,13.164,95112792,-1.3556,0.2285,2009,11,4,Tuesday
2009-11-04,13.4204,13.5488,13.3233,13.432,93214692,0.0864,0.2255,2009,11,4,Wednesday
2009-11-05,13.627,13.6548,13.4782,13.4989,73834092,-0.94,0.1766,2009,11,4,Thursday
2009-11-06,13.6879,13.7048,13.5488,13.6039,72994932,-0.6137,0.156,2009,11,4,Friday
2009-11-09,13.9713,13.973,13.7656,13.7959,105890004,-1.2554,0.2074,2009,11,4,Monday
2009-11-10,14.0768,14.127,13.9586,13.9767,89142768,-0.7111,0.1684,2009,11,4,Tuesday
2009-11-11,14.1712,14.2442,14.0545,14.1692,92695212,-0.0141,0.1897,2009,11,4,Wednesday
2009-11-12,14.1039,14.2293,14.0455,14.1464,75376548,0.3013,0.1838,2009,11,4,Thursday
2009-11-13,14.2082,14.2196,14.0731,14.1397,66605328,-0.4821,0.1465,2009,11,4,Friday
2009-11-16,14.3133,14.3309,14.2263,14.2815,87880032,-0.2222,0.1046,2009,11,4,Monday
2009-11-17,14.3433,14.3436,14.2497,14.2783,76591332,-0.4532,0.0939,2009,11,4,Tuesday
2009-11-18,14.3225,14.3754,14.2087,14.3225,61922016,0.0,0.1667,2009,11,4,Wednesday
2009-11-19,14.2316,14.2566,14.1573,14.2509,86633280,0.1356,0.0993,2009,11,4,Thursday
2009-11-20,14.1563,14.197,14.1424,14.1449,80167752,-0.0805,0.0546,2009,11,4,Friday
2009-11-23,14.464,14.5696,14.3028,14.3185,101798100,-1.0059,0.2668,2009,11,4,Monday
2009-11-24,14.4824,14.5122,14.3197,14.4683,64143792,-0.0974,0.1925,2009,11,4,Tuesday
2009-11-25,14.5482,14.581,14.4725,14.5649,58389552,0.1148,0.1085,2009,11,4,Wednesday
2009-11-27,14.3997,14.4668,14.1814,14.207,55328616,-1.3382,0.2854,2009,11,4,Friday
2009-11-30,14.4802,14.4968,14.3339,14.4213,68934996,-0.4068,0.1629,2009,11,4,Monday
2009-12-01,14.6508,14.6843,14.4802,14.6076,92719188,-0.2949,0.2041,2009,12,4,Tuesday
2009-12-02,14.5922,14.7288,14.5602,14.6789,66461472,0.5942,0.1686,2009,12,4,Wednesday
2009-12-03,14.5482,14.6901,14.5299,14.6302,57090852,0.5636,0.1602,2009,12,4,Thursday
2009-12-04,14.5301,14.774,14.3853,14.7291,100443456,1.3696,0.3887,2009,12,4,Friday
2009-12-07,14.5609,14.6215,14.4305,14.5102,65382552,-0.3482,0.191,2009,12,4,Monday
2009-12-08,14.5808,14.6704,14.4553,14.4926,60899040,-0.6049,0.2151,2009,12,4,Tuesday
2009-12-09,14.6297,14.6374,14.4946,14.5919,71168760,-0.2584,0.1428,2009,12,4,Wednesday
2009-12-10,14.6913,14.771,14.6642,14.665,66665268,-0.179,0.1068,2009,12,4,Thursday
2009-12-11,14.6667,14.772,14.5977,14.7703,68731200,0.7064,0.1743,2009,12,4,Friday
2009-12-14,14.7964,14.8356,14.7189,14.7869,76459464,-0.0642,0.1167,2009,12,4,Monday
2009-12-15,14.732,14.8125,14.6786,14.736,91124784,0.0272,0.1339,2009,12,4,Tuesday
2009-12-16,14.8468,14.9116,14.819,14.8676,112263624,0.1401,0.0926,2009,12,4,Wednesday
2009-12-17,14.7519,14.8438,14.7474,14.814,105446448,0.421,0.0964,2009,12,4,Thursday
2009-12-18,14.8135,14.8758,14.7782,14.8038,141118740,-0.0655,0.0976,2009,12,4,Friday
2009-12-21,14.8696,14.8984,14.7949,14.8431,102745152,-0.1782,0.1035,2009,12,4,Monday
2009-12-22,14.9302,14.9397,14.8739,14.9357,75156768,0.0368,0.0658,2009,12,4,Tuesday
2009-12-23,15.1925,15.2221,14.9732,14.9893,82825092,-1.3375,0.2489,2009,12,4,Wednesday
2009-12-24,15.3614,15.3872,15.2072,15.2236,34313652,-0.8971,0.18,2009,12,4,Thursday
2009-12-28,15.4704,15.5479,15.3614,15.4404,67848084,-0.1939,0.1865,2009,12,4,Monday
2009-12-29,15.3843,15.5194,15.3567,15.5169,56935008,0.8619,0.1627,2009,12,4,Tuesday
2009-12-30,15.467,15.467,15.3497,15.3619,58565376,-0.6795,0.1173,2009,12,4,Wednesday
2009-12-31,15.3987,15.5333,15.3987,15.5171,48743208,0.7689,0.1346,2009,12,4,Thursday
2010-01-04,15.5668,15.6354,15.5045,15.5718,78169752,0.0321,0.1309,2010,1,1,Monday
2010-01-05,15.4983,15.5939,15.4374,15.5775,120067812,0.511,0.1565,2010,1,1,Tuesday
2010-01-06,15.1076,15.5447,15.0604,15.5447,158988852,2.8932,0.4843,2010,1,1,Wednesday
2010-01-07,14.7559,15.1508,14.7199,15.1359,256315428,2.5752,0.4309,2010,1,1,Thursday
2010-01-08,14.9526,14.9831,14.6319,14.7037,188783028,-1.6646,0.3512,2010,1,1,Friday
2010-01-11,14.93,15.0132,14.7544,15.0132,288227484,0.5573,0.2588,2010,1,1,Monday
2010-01-12,14.666,14.8567,14.6044,14.844,193937868,1.2137,0.2523,2010,1,1,Tuesday
2010-01-13,14.5818,14.6138,14.2542,14.3185,259604136,-1.8057,0.3596,2010,1,1,Wednesday
2010-01-14,14.6503,14.7584,14.4755,14.5025,169434396,-1.0089,0.2829,2010,1,1,Thursday
2010-01-15,14.4057,14.7425,14.357,14.737,217162620,2.2998,0.3855,2010,1,1,Friday
2010-01-19,14.5949,14.6645,14.3135,14.4355,172495332,-1.0922,0.351,2010,1,1,Tuesday
2010-01-20,14.4159,14.5542,14.2887,14.5542,129897972,0.9594,0.2655,2010,1,1,Wednesday
2010-01-21,14.4797,14.5751,14.2132,14.4911,252055692,0.0787,0.3619,2010,1,1,Thursday
2010-01-22,13.6608,14.1722,13.2845,14.0207,271743984,2.6345,0.8877,2010,1,1,Friday
2010-01-25,13.4122,13.6576,13.3007,13.5759,176619204,1.2205,0.3569,2010,1,1,Monday
2010-01-26,13.4723,13.6506,13.32,13.3618,174045780,-0.8202,0.3306,2010,1,1,Tuesday
2010-01-27,13.4643,13.6022,13.2957,13.4437,158417424,-0.153,0.3065,2010,1,1,Wednesday
2010-01-28,13.2704,13.586,13.1787,13.5237,129034836,1.9088,0.4073,2010,1,1,Thursday
2010-01-29,13.1623,13.4368,13.0548,13.3747,165454380,1.6137,0.382,2010,1,1,Friday
2010-02-01,13.2388,13.3081,13.1713,13.2781,89941968,0.2969,0.1368,2010,2,1,Monday
2010-02-02,13.1916,13.287,13.1044,13.287,163684152,0.7232,0.1826,2010,2,1,Tuesday
2010-02-03,13.4325,13.4643,13.1198,13.1308,119844036,-2.246,0.3445,2010,2,1,Wednesday
2010-02-04,13.0838,13.3625,13.0535,13.3377,134972892,1.9406,0.309,2010,2,1,Thursday
2010-02-05,13.1958,13.2507,12.9765,13.1241,126113760,-0.5434,0.2742,2010,2,1,Friday
2010-02-08,13.25,13.4618,13.2018,13.2259,107664228,-0.1819,0.26,2010,2,1,Monday
2010-02-09,13.3238,13.4502,13.2897,13.4008,112671216,0.5779,0.1605,2010,2,1,Tuesday
2010-02-10,13.2743,13.3573,13.1064,13.2649,106873020,-0.0708,0.2509,2010,2,1,Wednesday
2010-02-11,13.3228,13.4243,13.1514,13.2463,96303600,-0.5742,0.2729,2010,2,1,Thursday
2010-02-12,13.2413,13.3414,13.1762,13.2376,91096812,-0.0279,0.1652,2010,2,1,Friday
2010-02-16,13.4445,13.5148,13.2706,13.3344,146029824,-0.8189,0.2442,2010,2,1,Tuesday
2010-02-17,13.3677,13.4966,13.3528,13.4618,81106812,0.7039,0.1438,2010,2,1,Wednesday
2010-02-18,13.4922,13.5366,13.3163,13.3511,93382524,-1.0458,0.2203,2010,2,1,Thursday
2010-02-19,13.4311,13.5123,13.4047,13.4253,102021876,-0.0432,0.1076,2010,2,1,Friday
2010-02-22,13.4817,13.5985,13.437,13.5947,85698216,0.8382,0.1615,2010,2,1,Monday
2010-02-23,13.2897,13.5023,13.2207,13.4867,114789096,1.4824,0.2816,2010,2,1,Tuesday
2010-02-24,13.2003,13.3734,13.1765,13.2627,92970936,0.4727,0.1969,2010,2,1,Wednesday
2010-02-25,13.0751,13.1263,12.9154,13.0923,132235632,0.1315,0.2109,2010,2,1,Thursday
2010-02-26,13.0843,13.2073,13.0019,13.0997,81890028,0.1177,0.2054,2010,2,1,Friday
2010-03-01,13.2306,13.2455,13.1077,13.1439,89426484,-0.6553,0.1378,2010,3,1,Monday
2010-03-02,13.4385,13.5528,13.2882,13.2999,174097728,-1.0314,0.2646,2010,3,1,Tuesday
2010-03-03,13.5443,13.6139,13.3935,13.4708,123452424,-0.5427,0.2204,2010,3,1,Wednesday
2010-03-04,13.7746,13.8128,13.5662,13.5736,127224648,-1.4592,0.2466,2010,3,1,Thursday
2010-03-05,14.0135,14.0994,13.9064,13.9425,156331512,-0.5067,0.193,2010,3,1,Friday
2010-03-08,13.9705,14.0376,13.934,14.0276,95360544,0.4087,0.1036,2010,3,1,Monday
2010-03-09,13.9136,14.0247,13.822,13.9052,126936936,-0.0604,0.2027,2010,3,1,Tuesday
2010-03-10,14.3175,14.3684,13.9638,14.0023,225969804,-2.2015,0.4046,2010,3,1,Wednesday
2010-03-11,14.434,14.5599,14.2616,14.2631,169162668,-1.184,0.2983,2010,3,1,Thursday
2010-03-12,14.3942,14.6113,14.3848,14.6078,110025864,1.4839,0.2265,2010,3,1,Friday
2010-03-15,13.9879,14.1436,13.8096,14.0748,185969844,0.6213,0.334,2010,3,1,Monday
2010-03-16,14.0381,14.1181,13.9278,13.9544,137122740,-0.5962,0.1903,2010,3,1,Tuesday
2010-03-17,14.047,14.1933,14.0145,14.1151,132731136,0.4848,0.1788,2010,3,1,Wednesday
2010-03-18,14.0679,14.1185,13.9824,14.0262,71016912,-0.2964,0.1361,2010,3,1,Thursday
2010-03-19,13.9089,14.1076,13.8414,13.9089,191576232,0.0,0.2662,2010,3,1,Friday
2010-03-22,13.8468,14.0791,13.7669,13.8123,160031808,-0.2492,0.3122,2010,3,1,Monday
2010-03-23,13.6357,13.8669,13.4619,13.8354,219831948,1.4645,0.405,2010,3,1,Tuesday
2010-03-24,13.8426,13.9052,13.4047,13.549,262345392,-2.121,0.5005,2010,3,1,Wednesday
2010-03-25,13.9805,14.207,13.8756,13.8846,157078764,-0.686,0.3314,2010,3,1,Thursday
2010-03-26,13.9757,14.0925,13.9094,14.0398,107740152,0.4587,0.1831,2010,3,1,Friday
2010-03-29,13.9698,14.0262,13.9231,13.9834,124055820,0.0974,0.1031,2010,3,1,Monday
2010-03-30,14.0756,14.0984,13.9159,13.9792,79036884,-0.6849,0.1825,2010,3,1,Tuesday
2010-03-31,14.0858,14.1508,13.9787,14.0343,121110768,-0.3656,0.1721,2010,3,1,Wednesday
2010-04-01,14.1275,14.243,14.0468,14.1908,84023892,0.4481,0.1962,2010,4,2,Thursday
2010-04-05,14.1824,14.2785,14.1325,14.1796,75983940,-0.0197,0.146,2010,4,2,Monday
2010-04-06,14.1131,14.1794,14.043,14.1439,82321596,0.2182,0.1364,2010,4,2,Tuesday
2010-04-07,13.9968,14.1262,13.9551,14.0902,103136760,0.6673,0.1711,2010,4,2,Wednesday
2010-04-08,14.095,14.1536,13.9102,13.9914,77822100,-0.735,0.2434,2010,4,2,Thursday
2010-04-09,14.0634,14.1267,14.0083,14.095,82181736,0.2247,0.1184,2010,4,2,Friday
2010-04-12,14.2251,14.2566,14.0634,14.0915,94001904,-0.9392,0.1932,2010,4,2,Monday
2010-04-13,14.5738,14.6262,14.1854,14.2201,156335508,-2.427,0.4408,2010,4,2,Tuesday
2010-04-14,14.6292,14.7122,14.5053,14.6555,135971892,0.1798,0.2069,2010,4,2,Wednesday
2010-04-15,14.7857,14.8488,14.6116,14.7079,270201528,-0.5262,0.2372,2010,4,2,Thursday
2010-04-16,13.6643,14.1277,13.6514,13.9834,488930580,2.3353,0.4763,2010,4,2,Friday
2010-04-19,13.663,13.7597,13.5364,13.6295,155604240,-0.2452,0.2233,2010,4,2,Monday
2010-04-20,13.7857,13.9005,13.6869,13.7641,118976904,-0.1567,0.2136,2010,4,2,Tuesday
2010-04-21,13.7674,13.9151,13.7142,13.821,95564340,0.3893,0.2009,2010,4,2,Wednesday
2010-04-22,13.5875,13.7226,13.4954,13.7102,131096772,0.903,0.2272,2010,4,2,Thursday
2010-04-23,13.5361,13.6437,13.4686,13.5922,83492424,0.4144,0.1751,2010,4,2,Friday
2010-04-26,13.2045,13.5361,13.1442,13.5356,174577248,2.5075,0.3919,2010,4,2,Monday
2010-04-27,13.1405,13.3707,13.095,13.1377,153634212,-0.0213,0.2757,2010,4,2,Tuesday
2010-04-28,13.1437,13.2838,12.941,13.216,136107756,0.5501,0.3428,2010,4,2,Wednesday
2010-04-29,13.2135,13.3252,13.0811,13.2475,122233644,0.2573,0.2441,2010,4,2,Thursday
2010-04-30,13.057,13.3546,13.0505,13.1919,97318584,1.0332,0.3041,2010,4,2,Friday
2010-05-03,13.1787,13.2363,13.0416,13.0769,74237688,-0.7725,0.1947,2010,5,2,Monday
2010-05-04,12.5769,13.0828,12.5232,13.0774,242808948,3.9795,0.5596,2010,5,2,Tuesday
2010-05-05,12.6611,12.8091,12.4304,12.443,183104712,-1.7226,0.3787,2010,5,2,Wednesday
2010-05-06,12.3856,12.8538,11.4252,12.636,199803996,2.0217,1.4286,2010,5,2,Thursday
2010-05-07,12.2483,12.5508,11.955,12.4179,203356440,1.3847,0.5958,2010,5,2,Friday
2010-05-10,12.9564,12.9855,12.7316,12.7657,164954880,-1.4719,0.2539,2010,5,2,Monday
2010-05-11,12.6435,12.9124,12.6228,12.8079,132771096,1.3003,0.2896,2010,5,2,Tuesday
2010-05-12,12.5526,12.7177,12.4684,12.7177,153917928,1.3153,0.2493,2010,5,2,Wednesday
2010-05-13,12.6889,12.9651,12.6762,12.8285,132898968,1.1002,0.2889,2010,5,2,Thursday
